ID,piazza views,hw_t,section,p_stat_sum,difficulty,workload,project_t,number of subjects learned ,How comfortable are you with programming?_x,How comfortable are you with statistics?_x,classes,lanuage,total_points,Major,Level,label
088_wi20,83.0,21.5,2.0,1.0,-0.5,-0.5,8.0,5.0,9.0,6.0,0,1,94.72,CS26,SR,3
101_wi20,0.0,20.5,0.0,0.0,-0.5,-0.5,15.0,7.0,7.0,7.0,0,2,95.78,BE27,SR,3
106_wi20,27.0,4.75,0.0,0.0,-0.5,-0.5,6.0,5.0,10.0,7.0,0,0,95.1,CS26,SR,3
122_wi20,196.0,32.0,0.0,6.0,-1.0,-0.5,20.0,2.0,8.0,8.0,1,1,97.8,EC27,JR,3
123_wi20,117.0,7.0,0.0,8.0,-0.5,-0.5,5.0,12.0,10.0,9.0,1,2,97.65,DS25,SR,3
125_wi20,45.0,9.0,0.0,0.0,-0.5,-0.5,50.0,10.0,6.0,6.0,1,3,96.25,DS25,JR,3
130_wi20,50.0,18.0,0.0,0.0,-0.5,-0.5,20.0,7.0,8.0,5.0,0,2,96.51,CS26,SR,3
134_wi20,33.0,18.0,0.0,1.0,-0.5,0.0,20.0,4.0,9.0,7.0,0,1,95.32,CS26,SR,3
135_wi20,28.0,19.0,2.0,1.0,-0.5,0.0,20.0,11.0,9.0,7.0,0,2,99.0,CG35,SR,3
157_wi20,0.0,20.0,0.0,0.0,-0.5,-0.5,30.0,10.0,9.0,8.0,1,1,97.49,DS25,SR,3
165_wi20,44.0,24.0,0.0,0.0,-0.5,0.0,10.0,9.0,10.0,1.0,0,2,85.35,CS26,SR,3
173_wi20,116.0,8.5,0.0,1.0,-0.5,-0.5,6.0,9.0,10.0,7.0,0,1,96.28,CS26,SR,3
191_wi20,142.0,17.0,0.0,7.0,-0.5,-0.5,20.0,5.0,9.0,5.0,0,0,98.01,CS26,SR,3
207_wi20,102.0,17.0,1.0,10.0,0.0,-0.5,10.0,11.0,9.0,5.0,1,0,99.3,CS26,JR,3
211_wi20,54.0,11.0,1.0,7.0,-0.5,-0.5,20.0,5.0,8.0,3.0,1,2,103.47,EC27,JR,3
212_wi20,123.0,21.0,3.0,1.0,-0.5,-0.5,33.0,5.0,9.0,7.0,1,2,96.7,BE29,SR,3
218_wi20,0.0,13.0,0.0,0.0,-0.5,-0.5,15.0,10.0,9.0,6.0,1,1,97.82,DS25,SR,3
242_wi20,0.0,11.0,0.0,0.0,-1.0,-1.0,8.0,10.0,7.0,8.0,0,1,97.48,CS26,SR,3
249_wi20,0.0,17.0,1.0,0.0,-0.5,-0.5,26.0,11.0,7.0,5.0,1,1,96.24,DS25,SR,3
251_wi20,116.0,12.0,2.0,2.0,-0.5,0.0,10.0,6.0,9.0,7.0,0,1,94.52,MA30,SR,3
254_wi20,148.0,23.0,0.0,4.0,-0.5,-0.5,20.0,4.0,9.0,1.0,0,0,95.45,CS26,JR,3
255_wi20,113.0,21.0,0.0,2.0,-0.5,-0.5,15.0,4.0,10.0,8.0,0,1,98.2,CG35,JR,3
268_wi20,27.0,23.0,0.0,1.0,-1.0,-0.5,30.0,5.0,8.0,6.0,0,1,98.03,EC26,SO,3
271_wi20,0.0,16.0,0.0,0.0,-0.5,-0.5,10.0,11.0,10.0,9.0,1,2,97.26,DS25,SR,3
272_wi20,20.0,24.0,0.0,0.0,-0.5,-0.5,26.0,4.0,8.0,1.0,0,3,99.5,CS26,JR,3
278_wi20,70.0,17.0,0.0,1.0,-1.0,-0.5,15.0,13.0,10.0,6.0,1,1,99.57,DS25,JR,3
299_wi20,39.0,3.85,0.0,1.0,-1.0,-1.0,20.0,10.0,10.0,7.0,0,1,98.01,CS26,SR,3
300_wi20,302.0,5.199999999999999,0.0,4.0,-1.0,-1.0,20.0,16.0,10.0,10.0,1,3,100.0,DS25,JR,3
301_wi20,65.0,26.0,0.0,1.0,-0.5,-0.5,4.0,3.0,6.0,9.0,0,0,87.67,EC26,SR,3
308_wi20,299.0,12.5,0.0,1.0,-0.5,-1.0,20.0,7.0,8.0,6.0,0,1,95.69,EC26,SR,3
312_wi20,86.0,8.0,0.0,3.0,-0.5,-0.5,20.0,13.0,10.0,8.0,1,1,98.48,DS25,JR,3
319_wi20,0.0,10.0,0.0,0.0,-0.5,-0.5,10.0,10.0,8.0,8.0,1,1,90.69,DS25,JR,3
347_wi20,0.0,8.5,0.0,0.0,-1.0,-1.0,15.0,15.0,8.0,10.0,1,2,95.99,DS25,SR,3
389_wi20,0.0,17.0,1.0,0.0,-0.5,-0.5,5.0,0.0,6.0,2.0,0,0,95.9,CS26,JR,3
393_wi20,191.0,14.0,0.0,6.0,-0.5,0.0,10.0,14.0,10.0,10.0,1,1,102.75,DS25,SR,3
394_wi20,0.0,17.0,0.0,0.0,-0.5,0.0,25.0,6.0,6.0,7.0,1,1,99.04,PC26,JR,3
407_wi20,0.0,25.0,0.0,0.0,-0.5,0.0,30.0,7.0,6.0,5.0,1,1,96.41,DS25,SR,3
416_wi20,62.0,10.0,0.0,2.0,-0.5,-0.5,20.0,16.0,10.0,10.0,0,3,95.53,DS25,SR,3
426_wi20,0.0,7.25,2.0,0.0,-0.5,0.0,10.0,13.0,10.0,9.0,1,3,99.5,DS25,SR,3
432_wi20,31.0,13.0,3.0,1.0,-0.5,-0.5,30.0,6.0,8.0,7.0,1,2,101.88,DS25,SR,3
